instance=../instances/den312d_even-1_150agents.txt
agents=150
map_file=den312d.map
solver=ECBS-1.1
solved=1
soc=9289
makespan=139
comp_time=34552
starts=(29,54),(34,30),(16,72),(19,42),(42,67),(43,8),(43,57),(44,72),(29,32),(20,10),(15,70),(54,26),(20,77),(38,42),(28,68),(24,63),(58,29),(4,11),(56,74),(55,40),(21,3),(43,36),(52,22),(58,68),(5,63),(23,18),(34,41),(52,55),(49,38),(14,67),(57,12),(35,27),(59,66),(60,11),(27,31),(55,41),(22,23),(59,43),(43,73),(21,54),(60,78),(25,18),(10,19),(55,7),(21,75),(28,45),(33,60),(41,13),(25,63),(19,2),(11,20),(21,56),(12,61),(32,60),(24,39),(61,74),(22,38),(5,4),(55,45),(60,77),(51,5),(42,72),(56,65),(37,39),(8,5),(24,54),(34,29),(10,23),(19,19),(8,56),(32,11),(61,61),(55,69),(10,4),(11,16),(50,67),(12,77),(63,76),(31,51),(42,75),(6,3),(29,67),(54,72),(50,69),(28,11),(58,71),(8,53),(9,15),(42,11),(51,22),(44,73),(3,13),(59,54),(54,51),(28,67),(3,60),(18,74),(4,15),(54,50),(20,37),(28,70),(59,11),(43,14),(33,52),(23,44),(54,29),(52,13),(51,9),(52,5),(27,10),(28,49),(37,58),(23,33),(21,23),(13,76),(38,55),(56,10),(37,72),(63,75),(50,12),(24,37),(6,7),(27,4),(59,39),(33,37),(57,74),(16,51),(31,42),(9,3),(9,68),(36,27),(9,72),(42,14),(61,77),(24,30),(25,15),(2,9),(52,67),(14,70),(40,52),(56,8),(55,8),(55,28),(9,55),(11,55),(51,12),(38,77),(25,36),(47,12),(52,8),
goals=(28,8),(12,13),(52,8),(55,56),(36,57),(27,46),(50,59),(62,77),(4,20),(63,75),(20,2),(24,6),(60,42),(49,76),(60,11),(20,70),(53,37),(13,78),(28,25),(23,70),(60,75),(54,44),(56,42),(20,3),(41,10),(53,25),(51,66),(58,10),(27,71),(26,54),(51,28),(29,27),(24,54),(56,38),(24,28),(41,55),(50,76),(43,38),(36,56),(5,3),(27,5),(7,55),(6,78),(5,76),(21,69),(31,43),(17,57),(39,28),(18,35),(43,75),(18,56),(39,30),(59,5),(34,30),(23,41),(50,66),(20,41),(60,78),(36,58),(19,30),(8,76),(10,18),(61,30),(35,40),(48,75),(26,13),(16,21),(43,56),(20,43),(21,9),(23,12),(27,18),(56,7),(64,75),(39,40),(57,29),(49,12),(14,71),(28,39),(40,51),(61,40),(61,41),(50,74),(21,6),(21,54),(5,8),(26,30),(15,78),(48,12),(59,78),(45,37),(51,69),(58,7),(50,37),(21,39),(51,19),(17,67),(12,18),(27,6),(21,12),(35,70),(54,68),(53,8),(48,67),(46,73),(53,7),(60,76),(56,67),(30,56),(7,76),(32,53),(3,25),(9,61),(54,6),(39,73),(49,10),(43,73),(37,71),(39,54),(27,59),(5,11),(13,15),(62,73),(58,42),(49,44),(55,76),(51,75),(38,37),(11,14),(4,23),(18,18),(33,53),(55,30),(44,74),(39,19),(24,22),(17,20),(51,67),(6,12),(37,24),(51,47),(11,62),(12,16),(59,6),(37,38),(11,11),(48,69),(29,59),(62,69),(51,68),
solution=
0:(29,54),(34,30),(16,72),(19,42),(42,67),(43,8),(43,57),(44,72),(29,32),(20,10),(15,70),(54,26),(20,77),(38,42),(28,68),(24,63),(58,29),(4,11),(56,74),(55,40),(21,3),(43,36),(52,22),(58,68),(5,63),(23,18),(34,41),(52,55),(49,38),(14,67),(57,12),(35,27),(59,66),(60,11),(27,31),(55,41),(22,23),(59,43),(43,73),(21,54),(60,78),(25,18),(10,19),(55,7),(21,75),(28,45),(33,60),(41,13),(25,63),(19,2),(11,20),(21,56),(12,61),(32,60),(24,39),(61,74),(22,38),(5,4),(55,45),(60,77),(51,5),(42,72),(56,65),(37,39),(8,5),(24,54),(34,29),(10,23),(19,19),(8,56),(32,11),(61,61),(55,69),(10,4),(11,16),(50,67),(12,77),(63,76),(31,51),(42,75),(6,3),(29,67),(54,72),(50,69),(28,11),(58,71),(8,53),(9,15),(42,11),(51,22),(44,73),(3,13),(59,54),(54,51),(28,67),(3,60),(18,74),(4,15),(54,50),(20,37),(28,70),(59,11),(43,14),(33,52),(23,44),(54,29),(52,13),(51,9),(52,5),(27,10),(28,49),(37,58),(23,33),(21,23),(13,76),(38,55),(56,10),(37,72),(63,75),(50,12),(24,37),(6,7),(27,4),(59,39),(33,37),(57,74),(16,51),(31,42),(9,3),(9,68),(36,27),(9,72),(42,14),(61,77),(24,30),(25,15),(2,9),(52,67),(14,70),(40,52),(56,8),(55,8),(55,28),(9,55),(11,55),(51,12),(38,77),(25,36),(47,12),(52,8),
1:(29,53),(34,29),(16,71),(20,42),(41,67),(43,9),(43,56),(44,73),(29,31),(20,11),(15,69),(54,27),(20,76),(37,42),(28,67),(24,64),(57,29),(4,12),(56,73),(55,41),(21,4),(43,37),(52,23),(57,68),(5,62),(23,19),(34,42),(52,54),(49,39),(14,66),(57,13),(34,27),(58,66),(60,12),(27,30),(54,41),(22,24),(59,42),(43,72),(22,54),(60,77),(25,19),(10,20),(55,8),(21,74),(28,44),(33,59),(40,13),(25,62),(19,3),(11,21),(21,55),(12,60),(32,59),(24,40),(61,73),(22,39),(5,5),(55,44),(60,76),(51,6),(42,71),(56,66),(37,40),(8,6),(24,53),(34,28),(10,22),(19,20),(8,55),(32,12),(61,60),(55,68),(10,5),(11,17),(49,67),(12,76),(63,75),(30,51),(42,74),(6,4),(29,66),(54,73),(50,68),(28,12),(58,70),(9,53),(9,16),(43,11),(51,23),(43,73),(3,14),(59,53),(54,50),(28,66),(3,59),(18,73),(5,15),(53,50),(20,36),(29,70),(58,11),(43,13),(33,53),(24,44),(53,29),(51,13),(51,10),(52,6),(27,11),(28,50),(37,57),(23,34),(21,22),(14,76),(38,54),(56,11),(37,71),(62,75),(50,13),(24,36),(6,8),(27,5),(59,40),(33,38),(57,75),(16,52),(31,41),(9,4),(9,69),(35,27),(9,73),(42,13),(61,76),(24,29),(25,16),(2,10),(51,67),(14,69),(40,53),(56,9),(55,9),(54,28),(9,54),(11,54),(50,12),(38,76),(25,37),(47,13),(52,9),
2:(29,52),(34,28),(16,70),(21,42),(40,67),(43,10),(43,55),(45,73),(29,30),(20,12),(15,68),(53,27),(20,75),(37,43),(27,67),(24,65),(56,29),(4,13),(56,72),(54,41),(21,5),(43,38),(52,24),(56,68),(6,62),(23,20),(34,43),(52,53),(49,40),(14,65),(56,13),(33,27),(57,66),(60,13),(27,29),(53,41),(22,25),(58,42),(43,71),(22,53),(60,76),(25,20),(10,21),(55,9),(21,73),(28,43),(33,58),(39,13),(25,61),(19,4),(12,21),(21,54),(11,60),(32,58),(24,41),(61,72),(22,40),(5,6),(55,43),(60,75),(51,7),(42,70),(55,66),(36,40),(8,7),(24,52),(33,28),(11,22),(19,21),(8,54),(31,12),(60,60),(54,68),(10,6),(11,18),(48,67),(13,76),(62,75),(30,50),(42,73),(6,5),(28,66),(54,74),(50,67),(28,13),(58,69),(9,54),(9,17),(44,11),(51,24),(43,72),(4,14),(58,53),(53,50),(27,66),(3,58),(18,72),(6,15),(53,49),(20,35),(29,69),(57,11),(43,12),(33,54),(25,44),(52,29),(50,13),(51,11),(52,7),(27,12),(28,51),(37,56),(23,35),(21,21),(14,75),(38,53),(56,12),(37,71),(62,74),(49,13),(24,35),(6,9),(27,6),(59,41),(33,39),(57,76),(16,53),(31,40),(9,5),(9,70),(34,27),(9,74),(41,13),(61,75),(25,29),(25,17),(3,10),(51,67),(14,68),(39,53),(56,10),(55,10),(53,28),(10,54),(12,54),(49,12),(38,75),(25,38),(46,13),(52,10),
3:(29,51),(33,28),(16,69),(22,42),(39,67),(42,10),(43,54),(46,73),(29,29),(20,13),(15,67),(52,27),(20,74),(37,44),(27,67),(24,66),(55,29),(4,14),(56,71),(53,41),(21,6),(43,39),(52,25),(55,68),(7,62),(23,21),(34,44),(52,52),(49,41),(14,64),(55,13),(32,27),(56,66),(59,13),(27,28),(52,41),(22,26),(58,41),(43,70),(23,53),(60,75),(25,21),(11,21),(55,10),(21,72),(29,43),(33,57),(38,13),(25,60),(19,5),(13,21),(22,54),(11,59),(32,57),(23,41),(61,71),(22,41),(5,7),(55,42),(60,74),(51,8),(42,69),(54,66),(35,40),(8,8),(24,51),(32,28),(12,22),(19,22),(9,54),(30,12),(59,60),(53,68),(10,7),(11,19),(47,67),(14,76),(62,74),(29,50),(42,72),(6,6),(27,66),(53,74),(49,67),(28,14),(58,68),(10,54),(9,18),(45,11),(51,25),(43,71),(4,15),(57,53),(53,49),(27,65),(3,57),(18,71),(7,15),(53,48),(20,34),(30,69),(57,11),(43,11),(33,55),(26,44),(51,29),(49,13),(51,12),(52,8),(27,13),(28,52),(37,55),(23,36),(21,20),(14,74),(37,53),(56,13),(37,71),(62,73),(48,13),(24,34),(6,10),(27,7),(59,42),(33,40),(56,76),(16,54),(31,39),(9,6),(9,71),(33,27),(9,75),(40,13),(61,75),(26,29),(25,18),(3,11),(51,67),(14,67),(38,53),(56,11),(55,11),(52,28),(11,54),(13,54),(48,12),(38,74),(25,39),(45,13),(52,11),
4:(29,50),(32,28),(16,68),(23,42),(38,67),(42,11),(43,53),(47,73),(29,28),(20,14),(15,66),(51,27),(20,73),(36,44),(27,66),(24,67),(54,29),(4,15),(56,70),(52,41),(21,7),(43,40),(52,26),(54,68),(8,62),(23,22),(33,44),(52,51),(48,41),(14,63),(54,13),(31,27),(55,66),(58,13),(26,28),(51,41),(22,27),(58,40),(43,69),(24,53),(59,75),(25,22),(12,21),(55,11),(21,71),(30,43),(32,57),(37,13),(25,59),(19,6),(14,21),(22,53),(11,58),(32,56),(23,41),(61,70),(21,41),(5,8),(54,42),(60,73),(51,9),(42,68),(53,66),(35,40),(8,9),(25,51),(31,28),(12,22),(19,23),(10,54),(29,12),(59,59),(52,68),(10,8),(11,20),(46,67),(14,75),(62,73),(29,49),(42,71),(6,7),(27,65),(52,74),(48,67),(27,14),(57,68),(11,54),(9,19),(46,11),(51,26),(43,70),(4,16),(57,52),(53,48),(27,64),(3,56),(18,70),(8,15),(53,47),(20,33),(31,69),(56,11),(43,10),(33,56),(26,45),(50,29),(48,13),(51,13),(52,9),(27,13),(28,53),(37,54),(23,37),(21,19),(14,73),(36,53),(55,13),(37,71),(62,72),(47,13),(24,33),(6,11),(27,8),(58,42),(33,41),(55,76),(16,55),(31,38),(9,7),(9,72),(32,27),(9,76),(39,13),(60,75),(27,29),(25,19),(3,12),(51,67),(14,66),(37,53),(56,12),(55,12),(51,28),(12,54),(14,54),(47,12),(38,73),(25,40),(44,13),(52,12),
5:(29,49),(31,28),(16,67),(24,42),(37,67),(42,12),(42,53),(48,73),(29,27),(20,15),(15,65),(50,27),(20,72),(35,44),(27,65),(24,68),(53,29),(4,16),(56,69),(51,41),(21,8),(43,41),(52,27),(53,68),(8,61),(23,23),(32,44),(52,50),(47,41),(14,62),(53,13),(30,27),(54,66),(57,13),(25,28),(50,41),(22,28),(58,39),(43,68),(24,52),(59,74),(25,23),(13,21),(54,11),(21,70),(31,43),(31,57),(36,13),(25,58),(19,7),(15,21),(23,53),(11,57),(32,55),(23,41),(61,69),(20,41),(5,9),(53,42),(60,72),(51,10),(42,67),(52,66),(35,40),(8,10),(26,51),(30,28),(12,21),(19,24),(11,54),(28,12),(59,58),(51,68),(10,9),(11,21),(45,67),(14,74),(62,72),(29,48),(42,70),(6,8),(27,64),(51,74),(47,67),(27,15),(56,68),(12,54),(9,20),(47,11),(51,26),(43,69),(4,17),(56,52),(53,47),(27,63),(3,55),(18,69),(9,15),(53,46),(20,32),(32,69),(55,11),(44,10),(33,57),(27,45),(49,29),(47,13),(50,13),(52,10),(27,14),(29,53),(37,53),(23,38),(21,18),(15,73),(35,53),(54,13),(37,71),(62,71),(46,13),(24,32),(6,12),(27,9),(58,42),(33,42),(55,76),(16,56),(31,37),(9,8),(9,73),(31,27),(10,76),(38,13),(59,75),(28,29),(25,20),(3,13),(51,67),(14,65),(36,53),(56,13),(55,13),(50,28),(13,54),(15,54),(46,12),(38,72),(25,41),(43,13),(52,13),
6:(29,48),(30,28),(16,66),(25,42),(36,67),(41,12),(41,53),(49,73),(29,26),(20,16),(15,64),(49,27),(20,71),(34,44),(27,64),(24,69),(52,29),(4,17),(56,68),(50,41),(21,9),(43,42),(52,28),(52,68),(9,61),(23,24),(31,44),(52,49),(46,41),(15,62),(52,13),(29,27),(53,66),(56,13),(24,28),(49,41),(22,29),(58,38),(43,67),(24,51),(59,73),(25,24),(14,21),(53,11),(21,69),(31,43),(30,57),(35,13),(25,57),(19,8),(16,21),(24,53),(11,56),(32,54),(23,41),(60,69),(20,41),(5,10),(52,42),(60,71),(51,11),(41,67),(51,66),(35,40),(8,11),(26,50),(29,28),(13,21),(19,25),(12,54),(27,12),(58,58),(50,68),(10,10),(12,21),(44,67),(14,73),(62,71),(29,47),(42,69),(6,9),(27,63),(50,74),(46,67),(27,16),(55,68),(13,54),(9,21),(47,12),(51,27),(43,68),(4,18),(56,51),(53,46),(27,62),(4,55),(18,68),(9,16),(53,45),(20,31),(33,69),(54,11),(45,10),(33,58),(27,46),(48,29),(46,13),(49,13),(52,11),(27,15),(30,53),(36,53),(23,39),(21,17),(16,73),(34,53),(53,13),(37,71),(62,70),(45,13),(24,31),(6,13),(27,10),(58,42),(34,42),(55,76),(17,56),(32,37),(9,9),(9,74),(30,27),(11,76),(37,13),(58,75),(29,29),(25,21),(3,14),(51,67),(14,64),(35,53),(55,13),(54,13),(49,28),(14,54),(16,54),(45,12),(38,71),(26,41),(42,13),(51,13),
