instance=../instances/random-64-64-20_even-1_50agents.txt
agents=50
map_file=random-64-64-20.map
solver=ECBS-1.1
solved=1
soc=2398
makespan=106
comp_time=3413
starts=(24,18),(6,7),(35,51),(26,11),(19,13),(21,44),(0,2),(32,39),(37,19),(51,10),(20,60),(24,62),(29,8),(12,12),(58,29),(8,20),(16,20),(45,41),(49,28),(18,13),(61,51),(17,57),(10,18),(45,36),(26,34),(21,18),(10,62),(33,32),(8,14),(1,62),(31,29),(58,53),(4,55),(1,45),(61,46),(25,53),(24,57),(0,17),(39,22),(29,12),(27,54),(62,11),(63,57),(2,60),(30,46),(58,19),(61,62),(29,14),(49,3),(63,61),
goals=(20,13),(41,61),(33,9),(21,5),(28,33),(62,16),(60,48),(19,32),(27,42),(60,58),(61,39),(28,21),(29,9),(48,56),(43,25),(11,8),(20,63),(2,2),(52,38),(35,56),(12,5),(38,59),(46,46),(27,31),(39,0),(37,24),(9,55),(15,49),(14,5),(33,3),(49,56),(62,49),(40,12),(9,54),(16,7),(25,52),(29,61),(41,31),(56,9),(33,15),(46,45),(8,63),(7,55),(60,22),(30,13),(6,49),(47,38),(15,25),(6,63),(9,15),
solution=
0:(24,18),(6,7),(35,51),(26,11),(19,13),(21,44),(0,2),(32,39),(37,19),(51,10),(20,60),(24,62),(29,8),(12,12),(58,29),(8,20),(16,20),(45,41),(49,28),(18,13),(61,51),(17,57),(10,18),(45,36),(26,34),(21,18),(10,62),(33,32),(8,14),(1,62),(31,29),(58,53),(4,55),(1,45),(61,46),(25,53),(24,57),(0,17),(39,22),(29,12),(27,54),(62,11),(63,57),(2,60),(30,46),(58,19),(61,62),(29,14),(49,3),(63,61),
1:(24,17),(6,8),(35,50),(26,10),(20,13),(22,44),(0,3),(31,39),(37,20),(52,10),(20,59),(23,62),(29,9),(12,13),(57,29),(8,19),(16,21),(45,40),(49,29),(19,13),(61,50),(16,57),(11,18),(45,35),(26,33),(22,18),(9,62),(33,31),(8,13),(2,62),(32,29),(58,52),(4,54),(1,46),(60,46),(25,52),(24,58),(0,18),(39,21),(29,13),(28,54),(62,12),(63,58),(2,59),(30,45),(57,19),(60,62),(29,15),(49,4),(63,60),
2:(23,17),(6,9),(35,49),(25,10),(20,14),(23,44),(0,4),(31,38),(37,21),(53,10),(21,59),(23,61),(29,9),(12,14),(56,29),(8,18),(16,22),(45,39),(48,29),(20,13),(60,50),(16,58),(11,19),(45,34),(26,32),(22,19),(9,61),(33,30),(8,12),(3,62),(33,29),(58,51),(4,53),(1,47),(60,45),(25,52),(24,59),(1,18),(39,20),(29,14),(29,54),(62,13),(62,58),(2,58),(30,44),(56,19),(60,61),(29,16),(48,4),(62,60),
3:(23,16),(6,10),(35,48),(24,10),(20,15),(24,44),(0,5),(30,38),(36,21),(53,11),(21,58),(23,60),(29,9),(12,15),(55,29),(8,17),(16,23),(45,38),(48,30),(20,14),(60,49),(16,59),(11,20),(44,34),(26,31),(23,19),(9,60),(32,30),(9,12),(3,61),(33,30),(59,51),(4,52),(1,48),(59,45),(25,52),(25,59),(2,18),(39,19),(29,15),(30,54),(62,14),(61,58),(2,57),(30,43),(56,20),(60,60),(29,17),(48,5),(62,59),
4:(23,15),(6,11),(35,47),(23,10),(20,16),(25,44),(0,6),(30,37),(36,22),(53,12),(21,57),(24,60),(29,9),(12,16),(55,28),(8,16),(16,24),(45,37),(48,31),(20,15),(60,48),(17,59),(11,21),(43,34),(26,30),(24,19),(9,59),(31,30),(9,11),(3,60),(33,31),(60,51),(4,51),(1,49),(59,44),(25,52),(26,59),(3,18),(39,18),(30,15),(31,54),(61,14),(60,58),(2,56),(30,42),(56,21),(60,59),(28,17),(47,5),(62,58),
5:(22,15),(7,11),(35,46),(23,9),(20,17),(26,44),(0,7),(30,36),(36,23),(53,13),(21,56),(24,59),(29,9),(12,17),(55,27),(9,16),(16,25),(45,36),(48,32),(20,16),(60,47),(18,59),(11,22),(42,34),(26,29),(24,20),(9,58),(30,30),(9,10),(3,59),(33,32),(60,50),(4,50),(1,50),(59,43),(25,52),(26,60),(4,18),(39,17),(31,15),(31,53),(61,15),(59,58),(3,56),(30,41),(56,22),(60,58),(28,18),(46,5),(61,58),
6:(22,14),(7,12),(35,45),(23,8),(20,18),(27,44),(1,7),(29,36),(36,24),(53,14),(22,56),(24,58),(29,9),(12,18),(55,26),(9,15),(16,26),(45,35),(49,32),(20,17),(60,46),(19,59),(11,23),(42,33),(26,28),(24,21),(9,57),(30,31),(9,9),(3,58),(34,32),(61,50),(4,49),(1,51),(59,42),(25,52),(27,60),(5,18),(39,16),(32,15),(31,52),(61,16),(58,58),(4,56),(30,40),(56,23),(59,58),(28,19),(46,6),(60,58),
