instance=../../../CausalPIBT/simulator/instances/otimapp/random-32-32-10_40agents_1_dp-0.5_1.txt
agents=40
map_file=random-32-32-10.map
solver=RevisitPP
solved=1
soc=830
lb_soc=813
makespan=42
lb_makespan=41
comp_time=4
starts=(12,21),(21,19),(27,23),(19,22),(18,23),(23,18),(24,14),(12,12),(6,15),(23,2),(17,26),(13,26),(20,28),(19,23),(15,26),(0,14),(24,30),(29,24),(14,28),(0,9),(9,8),(0,17),(23,4),(18,27),(4,29),(6,17),(10,1),(1,10),(23,3),(14,13),(0,28),(10,29),(4,10),(20,31),(8,31),(26,29),(31,2),(30,18),(4,9),(16,25),
goals=(15,17),(3,26),(9,0),(21,8),(4,25),(6,2),(24,18),(1,22),(7,17),(14,5),(25,16),(9,24),(16,30),(30,31),(15,13),(3,3),(17,5),(19,4),(7,13),(1,30),(31,19),(10,22),(3,21),(28,0),(5,28),(4,12),(1,8),(7,31),(11,24),(27,2),(12,28),(11,6),(15,1),(12,30),(20,20),(13,28),(5,6),(0,8),(2,29),(29,26),
solution=
0:(12,21),(21,19),(27,23),(19,22),(18,23),(23,18),(24,14),(12,12),(6,15),(23,2),(17,26),(13,26),(20,28),(19,23),(15,26),(0,14),(24,30),(29,24),(14,28),(0,9),(9,8),(0,17),(23,4),(18,27),(4,29),(6,17),(10,1),(1,10),(23,3),(14,13),(0,28),(10,29),(4,10),(20,31),(8,31),(26,29),(31,2),(30,18),(4,9),(16,25),
1:(13,21),(20,19),(26,23),(20,22),(17,23),(22,18),(24,15),(12,13),(7,15),(22,2),(18,26),(12,26),(19,28),(19,24),(16,26),(1,14),(23,30),(28,24),(13,28),(0,10),(10,8),(1,17),(23,5),(19,27),(5,29),(5,17),(9,1),(2,10),(22,3),(15,13),(1,28),(10,28),(5,10),(19,31),(9,31),(25,29),(30,2),(29,18),(3,9),(17,25),
2:(14,21),(19,19),(26,22),(20,21),(16,23),(21,18),(24,16),(12,14),(7,16),(21,2),(19,26),(11,26),(18,28),(20,24),(16,25),(2,14),(22,30),(27,24),(12,28),(0,11),(11,8),(2,17),(23,6),(20,27),(5,28),(5,16),(8,1),(2,11),(21,3),(16,13),(2,28),(10,27),(6,10),(18,31),(10,31),(24,29),(29,2),(28,18),(2,9),(18,25),
3:(14,20),(18,19),(26,21),(20,20),(15,23),(20,18),(24,17),(11,14),(7,17),(20,2),(20,26),(10,26),(17,28),(20,24),(16,24),(3,14),(21,30),(26,24),(11,28),(1,11),(11,9),(3,17),(22,6),(21,27),(5,28),(5,15),(7,1),(2,12),(21,4),(17,13),(2,27),(11,27),(7,10),(17,31),(11,31),(23,29),(28,2),(27,18),(2,10),(19,25),
4:(14,19),(17,19),(25,21),(20,19),(14,23),(19,18),(24,18),(10,14),(7,17),(20,3),(20,26),(9,26),(16,28),(19,24),(16,23),(3,13),(20,30),(25,24),(10,28),(1,12),(11,10),(4,17),(21,6),(22,27),(5,28),(5,14),(6,1),(2,13),(20,4),(18,13),(3,27),(12,27),(8,10),(16,31),(12,31),(23,30),(27,2),(26,18),(2,11),(20,25),
5:(14,18),(16,19),(24,21),(20,18),(13,23),(18,18),(24,18),(9,14),(7,17),(19,3),(20,26),(9,25),(16,29),(19,25),(16,22),(3,12),(19,30),(24,24),(9,28),(1,13),(12,10),(5,17),(20,6),(23,27),(5,28),(5,13),(5,1),(2,14),(19,4),(19,13),(4,27),(12,26),(9,10),(15,31),(13,31),(22,30),(27,3),(25,18),(2,12),(21,25),
6:(14,17),(15,19),(23,21),(21,18),(12,23),(18,17),(24,18),(9,15),(7,17),(18,3),(20,25),(9,24),(16,30),(19,26),(16,21),(3,11),(19,29),(23,24),(8,28),(1,14),(13,10),(5,18),(20,7),(24,27),(5,28),(4,13),(4,1),(2,15),(18,4),(20,13),(5,27),(12,25),(10,10),(14,31),(13,30),(21,30),(26,3),(25,17),(2,13),(22,25),
