instance=../../../CausalPIBT/simulator/instances/otimapp/random-32-32-10_20agents_4_dp-0.5_1.txt
agents=20
map_file=random-32-32-10.map
solver=RevisitPP
solved=1
soc=461
lb_soc=460
makespan=52
lb_makespan=52
comp_time=1
starts=(10,27),(25,7),(24,29),(0,8),(19,20),(25,31),(23,3),(0,15),(7,13),(24,15),(26,14),(2,26),(28,9),(19,29),(8,27),(29,12),(27,15),(1,17),(5,25),(30,26),
goals=(24,20),(3,20),(8,30),(29,31),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
solution=
0:(10,27),(25,7),(24,29),(0,8),(19,20),(25,31),(23,3),(0,15),(7,13),(24,15),(26,14),(2,26),(28,9),(19,29),(8,27),(29,12),(27,15),(1,17),(5,25),(30,26),
1:(11,27),(25,8),(23,29),(1,8),(18,20),(24,31),(22,3),(1,15),(8,13),(25,15),(25,14),(3,26),(27,9),(20,29),(9,27),(28,12),(27,16),(2,17),(6,25),(29,26),
2:(12,27),(24,8),(23,30),(1,9),(17,20),(24,30),(21,3),(2,15),(8,12),(26,15),(24,14),(4,26),(27,10),(20,28),(9,26),(28,13),(27,17),(3,17),(7,25),(29,25),
3:(13,27),(23,8),(22,30),(2,9),(16,20),(24,29),(20,3),(3,15),(9,12),(26,16),(23,14),(5,26),(26,10),(20,27),(10,26),(27,13),(27,18),(4,17),(8,25),(29,24),
4:(14,27),(22,8),(21,30),(3,9),(15,20),(24,28),(19,3),(4,15),(10,12),(26,16),(22,14),(6,26),(25,10),(21,27),(11,26),(26,13),(27,19),(5,17),(9,25),(29,23),
5:(15,27),(21,8),(20,30),(4,9),(14,20),(24,27),(18,3),(5,15),(10,11),(26,16),(22,15),(7,26),(24,10),(22,27),(12,26),(25,13),(27,20),(6,17),(10,25),(29,22),
6:(16,27),(20,8),(19,30),(5,9),(13,20),(24,26),(17,3),(6,15),(11,11),(26,16),(22,16),(8,26),(23,10),(23,27),(13,26),(24,13),(28,20),(7,17),(11,25),(29,21),
7:(17,27),(20,9),(18,30),(6,9),(12,20),(23,26),(16,3),(7,15),(12,11),(26,16),(22,17),(9,26),(22,10),(24,27),(13,25),(23,13),(28,21),(8,17),(12,25),(29,20),
8:(18,27),(19,9),(17,30),(7,9),(11,20),(22,26),(16,4),(7,16),(12,10),(26,16),(22,18),(10,26),(21,10),(25,27),(13,24),(22,13),(29,21),(9,17),(12,24),(29,19),
9:(19,27),(18,9),(16,30),(7,10),(10,20),(22,25),(16,5),(8,16),(13,10),(26,16),(22,19),(11,26),(20,10),(26,27),(13,23),(21,13),(29,22),(10,17),(12,23),(29,18),
10:(20,27),(17,9),(16,29),(8,10),(10,21),(21,25),(15,5),(9,16),(14,10),(26,16),(22,20),(12,26),(19,10),(26,26),(13,22),(20,13),(30,22),(11,17),(12,22),(29,17),
11:(21,27),(16,9),(15,29),(9,10),(10,22),(20,25),(14,5),(10,16),(14,11),(26,16),(22,20),(13,26),(18,10),(26,26),(13,21),(19,13),(30,23),(12,17),(12,21),(29,16),
12:(22,27),(15,9),(14,29),(10,10),(10,22),(19,25),(13,5),(11,16),(14,12),(26,16),(22,20),(13,27),(18,11),(26,26),(14,21),(18,13),(30,24),(13,17),(12,20),(28,16),
13:(23,27),(14,9),(13,29),(10,11),(10,22),(18,25),(12,5),(12,16),(14,12),(26,16),(22,20),(14,27),(17,11),(26,26),(14,20),(17,13),(30,25),(14,17),(13,20),(28,16),
14:(24,27),(13,9),(12,29),(10,12),(10,22),(17,25),(11,5),(13,16),(14,12),(26,16),(22,20),(15,27),(16,11),(26,26),(14,19),(16,13),(30,25),(15,17),(13,19),(28,16),
15:(24,26),(13,10),(11,29),(10,13),(10,22),(16,25),(10,5),(14,16),(14,12),(26,16),(22,20),(16,27),(15,11),(26,26),(14,19),(15,13),(30,25),(16,17),(13,18),(28,16),
16:(24,25),(12,10),(10,29),(10,14),(10,22),(15,25),(10,6),(15,16),(14,12),(26,16),(22,20),(17,27),(15,12),(26,26),(14,19),(14,13),(30,25),(17,17),(14,18),(28,16),
17:(24,24),(11,10),(10,30),(11,14),(10,22),(14,25),(9,6),(16,16),(14,12),(26,16),(22,20),(18,27),(15,13),(26,26),(14,19),(13,13),(30,25),(18,17),(14,17),(28,16),
18:(24,23),(10,10),(9,30),(11,15),(10,22),(13,25),(8,6),(17,16),(14,12),(26,16),(22,20),(19,27),(14,13),(26,26),(14,19),(12,13),(30,25),(19,17),(15,17),(28,16),
19:(24,22),(9,10),(8,30),(12,15),(10,22),(12,25),(7,6),(17,17),(14,12),(26,16),(22,20),(20,27),(13,13),(26,26),(14,19),(12,14),(30,25),(20,17),(16,17),(28,16),
20:(24,21),(8,10),(8,30),(13,15),(10,22),(11,25),(7,7),(18,17),(14,12),(26,16),(22,20),(21,27),(12,13),(26,26),(14,19),(11,14),(30,25),(21,17),(16,16),(28,16),
21:(24,20),(7,10),(8,30),(14,15),(10,22),(10,25),(7,8),(19,17),(14,12),(26,16),(22,20),(22,27),(12,14),(26,26),(14,19),(10,14),(30,25),(22,17),(17,16),(28,16),
22:(24,20),(6,10),(8,30),(14,16),(10,22),(9,25),(7,9),(20,17),(14,12),(26,16),(22,20),(23,27),(11,14),(26,26),(14,19),(10,15),(30,25),(23,17),(17,15),(28,16),
23:(24,20),(5,10),(8,30),(15,16),(10,22),(9,24),(6,9),(20,18),(14,12),(26,16),(22,20),(24,27),(10,14),(26,26),(14,19),(10,16),(30,25),(24,17),(18,15),(28,16),
24:(24,20),(4,10),(8,30),(16,16),(10,22),(9,23),(6,10),(20,19),(14,12),(26,16),(22,20),(25,27),(9,14),(26,26),(14,19),(10,17),(30,25),(25,17),(18,14),(28,16),
25:(24,20),(3,10),(8,30),(17,16),(10,22),(9,22),(6,11),(20,20),(14,12),(26,16),(22,20),(26,27),(9,15),(26,26),(14,19),(10,18),(30,25),(25,16),(18,13),(28,16),
26:(24,20),(2,10),(8,30),(17,17),(10,22),(9,21),(6,12),(20,20),(14,12),(26,16),(22,20),(27,27),(9,16),(26,26),(14,19),(10,19),(30,25),(25,15),(18,12),(28,16),
27:(24,20),(2,11),(8,30),(18,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(28,27),(8,16),(26,26),(14,19),(10,19),(30,25),(26,15),(18,11),(28,16),
28:(24,20),(2,12),(8,30),(19,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(29,27),(7,16),(26,26),(14,19),(10,19),(30,25),(26,14),(18,10),(28,16),
29:(24,20),(2,13),(8,30),(20,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(30,27),(6,16),(26,26),(14,19),(10,19),(30,25),(26,13),(18,9),(28,16),
30:(24,20),(2,14),(8,30),(21,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,27),(5,16),(26,26),(14,19),(10,19),(30,25),(26,12),(18,8),(28,16),
31:(24,20),(2,15),(8,30),(22,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,28),(4,16),(26,26),(14,19),(10,19),(30,25),(26,11),(18,7),(28,16),
32:(24,20),(2,16),(8,30),(23,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(3,16),(26,26),(14,19),(10,19),(30,25),(27,11),(19,7),(28,16),
33:(24,20),(2,17),(8,30),(24,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(3,17),(26,26),(14,19),(10,19),(30,25),(27,11),(19,6),(28,16),
34:(24,20),(2,18),(8,30),(25,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(3,18),(26,26),(14,19),(10,19),(30,25),(27,11),(19,5),(28,16),
35:(24,20),(2,19),(8,30),(26,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(3,18),(26,26),(14,19),(10,19),(30,25),(27,11),(19,4),(28,16),
36:(24,20),(2,20),(8,30),(27,17),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(2,18),(26,26),(14,19),(10,19),(30,25),(27,11),(20,4),(28,16),
37:(24,20),(3,20),(8,30),(27,18),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(2,19),(26,26),(14,19),(10,19),(30,25),(27,11),(20,3),(28,16),
38:(24,20),(3,20),(8,30),(28,18),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,19),(26,26),(14,19),(10,19),(30,25),(27,11),(20,2),(28,16),
39:(24,20),(3,20),(8,30),(29,18),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,1),(28,16),
40:(24,20),(3,20),(8,30),(29,19),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
41:(24,20),(3,20),(8,30),(29,20),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
42:(24,20),(3,20),(8,30),(29,21),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
43:(24,20),(3,20),(8,30),(29,22),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
44:(24,20),(3,20),(8,30),(29,23),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
45:(24,20),(3,20),(8,30),(29,24),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
46:(24,20),(3,20),(8,30),(29,25),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
47:(24,20),(3,20),(8,30),(29,26),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
48:(24,20),(3,20),(8,30),(29,27),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
49:(24,20),(3,20),(8,30),(29,28),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
50:(24,20),(3,20),(8,30),(29,29),(10,22),(9,21),(6,13),(20,20),(14,12),(26,16),(22,20),(31,29),(1,20),(26,26),(14,19),(10,19),(30,25),(27,11),(20,0),(28,16),
